1.09862 47979.4850635 
1.09877 67028.8998265 
1.09891 75812.8923066 
1.09906 76463.696752 
1.0992 74890.007795 
1.09934 75690.5784385 
1.09949 79216.1731004 
1.09964 81931.4124063 
1.09978 80818.1765651 
1.09993 76211.8225443 
1.10007 71681.8286142 
1.10021 68916.8839802 
1.10036 67846.2362148 
1.1005 68086.1972542 
1.10065 69662.7191885 
1.1008 72144.658482 
1.10094 74440.0392788 
1.10108 77174.1998059 
1.10123 81796.8163448 
1.10137 86486.4092824 
1.10152 88972.743444 
1.10167 88650.1614151 
1.10181 87965.2187647 
1.10196 87974.7081826 
1.1021 87781.1716932 
1.10224 86182.7325701 
1.10239 83364.0427268 
1.10254 81929.6696144 
1.10268 82606.4355109 
1.10283 82548.9301447 
1.10297 78768.2906251 
1.10311 71086.2998842 
1.10326 61872.9732537 
1.1034 57142.0189434 
1.10355 58092.1311458 
1.1037 61594.1317997 
1.10384 63271.5801408 
1.10398 62675.7448791 
1.10413 61194.6047547 
1.10427 61294.6830884 
1.10442 64678.3182256 
1.10457 70396.9222011 
1.10471 75097.3139801 
1.10486 77273.8161373 
1.105 75738.5999302 
1.10514 70731.5566451 
1.10529 63533.2380454 
1.10544 57915.6699343 
1.10558 56058.2451778 
1.10573 57481.7923378 
1.10587 60235.352155 
1.10601 62403.8645004 
1.10616 62851.7386287 
1.10631 61686.8947256 
1.10645 61076.1874716 
1.1066 62311.6773149 
1.10674 63560.5612907 
1.10688 63524.4238456 
1.10703 64700.534837 
1.10717 69722.2413601 
1.10732 77085.3488041 
1.10747 80491.0615993 
1.10761 76976.2973679 
1.10775 68663.6058619 
1.1079 60035.5737022 
1.10804 57550.6915491 
1.10819 62127.6906808 
1.10834 69880.1032587 
1.10848 75757.1164137 
1.10863 79118.743906 
1.10877 79333.5628035 
1.10891 76915.2490919 
1.10906 72423.1392725 
1.10921 67198.4142718 
1.10935 63494.8730877 
1.1095 63514.7065317 
1.10964 67822.5754495 
1.10978 74518.7705314 
1.10993 81583.2649367 
1.11007 84765.6170563 
1.11022 81593.160827 
1.11037 73648.7742744 
1.11051 67289.7737189 
1.11065 64749.8566999 
1.1108 64877.0564046 
1.11094 65335.586589 
1.11109 65213.7393882 
1.11124 65608.4438981 
1.11138 68321.293429 
1.11153 74470.748546 
1.11167 81213.8171022 
1.11181 85295.8495281 
1.11196 84457.8644583 
1.11211 79463.2382574 
1.11225 73978.6941371 
1.1124 70248.5618854 
1.11254 69672.7202137 
1.11268 70226.4523316 
1.11283 69667.6694983 
1.11298 68736.6416854 
1.11312 69757.7033421 
1.11327 71711.2605295 
1.11341 70980.8506795 
1.11355 66707.8160826 
1.1137 60831.130405 
1.11384 57419.4205361 
1.11399 57238.6525285 
1.11414 60543.6806167 
1.11428 66736.381417 
1.11442 73771.6138419 
1.11457 78195.5164352 
1.11471 78642.0407037 
1.11486 77584.1228404 
1.11501 77041.0469657 
1.11515 78352.2490229 
1.1153 81754.7321322 
1.11544 84315.5909726 
1.11558 84253.8171141 
1.11573 81760.6827705 
1.11588 78436.9413838 
1.11602 76110.5658486 
1.11617 75676.3769113 
1.11631 77502.0670547 
1.11645 80390.4075055 
1.1166 81583.6174761 
1.11674 79112.2297292 
1.11689 74256.2885384 
1.11704 69581.413229 
1.11718 65769.8304005 
1.11732 62395.6043274 
1.11747 60606.1863498 
1.11761 62536.8654567 
1.11776 68766.6124038 
1.11791 76909.8729942 
1.11805 83915.3895428 
1.1182 89686.1177066 
1.11834 92273.2725711 
1.11848 90396.4823276 
1.11863 82872.0667722 
1.11878 72120.7946655 
1.11892 63019.5752273 
1.11907 57310.5587839 
1.11921 56585.4407869 
1.11935 59985.8003874 
1.1195 66678.837265 
1.11964 73460.2615609 
1.11979 78972.52344 
1.11994 80401.8634979 
1.12008 76326.1703348 
1.12022 68324.7695073 
1.12037 61081.6592344 
1.12051 60533.9119413 
1.12066 66771.7391834 
1.12081 75898.7252823 
1.12095 83930.9388053 
1.12109 90395.9543981 
1.12124 93904.1873927 
1.12138 91886.7387549 
1.12153 84099.709456 
1.12168 74708.8773176 
1.12182 69483.1014894 
1.12197 68260.4122552 
1.12211 66738.9227685 
1.12225 62462.3413427 
1.1224 58689.2966364 
1.12255 60391.2851695 
1.12269 66128.9113059 
1.12284 73032.7021272 
1.12298 77704.6262659 
1.12312 79541.1417273 
1.12327 79604.9879108 
1.12341 80836.1296237 
1.12356 84357.3333179 
1.12371 87421.8718355 
1.12385 86882.7450595 
1.12399 81837.3464425 
1.12414 74035.3629598 
1.12428 69882.7867287 
1.12443 72279.4544681 
1.12458 79875.7535308 
1.12472 87594.5929299 
1.12487 92600.9020189 
1.12501 92202.722992 
1.12515 87938.8370919 
1.1253 83776.5195225 
1.12545 83592.6894131 
1.12559 85609.7946727 
1.12574 87135.4136621 
1.12588 86837.8951794 
1.12602 84864.6408684 
1.12617 82456.9799279 
1.12631 82651.8333439 
1.12646 87377.5004094 
1.12661 95161.9421723 
1.12675 101234.289492 
1.12689 103974.613181 
1.12704 104026.004064 
1.12718 102328.68569 
1.12733 99552.1198875 
1.12748 97765.7427456 
1.12762 97622.4613996 
1.12777 97540.093939 
1.12791 96276.1169245 
1.12805 93642.5028215 
1.1282 89674.8016257 
1.12835 85051.5976372 
1.12849 80779.0057235 
1.12864 78533.067907 
1.12878 80486.8505353 
1.12892 84401.4556013 
1.12907 86483.9693278 
1.12922 85545.7613099 
1.12936 85276.5091127 
1.12951 88915.6143812 
1.12965 94080.1811463 
1.12979 95439.0030799 
1.12994 88763.6030485 
1.13008 77255.2111105 
1.13023 66814.477876 
1.13038 64978.6051889 
1.13052 71289.6543954 
1.13066 80892.087473 
1.13081 88969.2460143 
1.13095 92294.0027161 
1.1311 94448.3526202 
1.13125 98067.4677074 
1.13139 100792.06663 
1.13154 100552.063563 
1.13168 97632.2527213 
1.13182 93062.6877552 
1.13197 88299.1722847 
1.13212 85750.579939 
1.13226 84762.825969 
1.13241 83046.9481036 
1.13255 80075.9344441 
1.13269 76195.22921 
1.13284 72017.5197078 
1.13298 70066.2008018 
1.13313 72939.1771861 
1.13328 81023.6447794 
1.13342 89008.8019099 
1.13356 92971.373345 
1.13371 92626.9469145 
1.13385 91279.2768969 
1.134 90965.2087965 
1.13415 90656.1269548 
1.13429 88212.034238 
1.13444 83359.5065408 
1.13458 78673.8215376 
1.13472 73673.4636519 
1.13487 66314.7622102 
1.13502 59135.0507796 
1.13516 57546.9169679 
1.13531 63414.9903833 
1.13545 71698.4321817 
1.13559 76584.3576022 
1.13574 77475.103884 
1.13589 79867.1880745 
1.13603 86410.49911 
1.13618 94371.6816568 
1.13632 96813.7712111 
1.13646 90980.1732844 
1.13661 78224.6914167 
1.13675 67412.5883908 
1.1369 62180.4429926 
1.13705 61613.7622766 
1.13719 61729.8427899 
1.13733 62603.7022493 
1.13748 67010.9793055 
1.13762 74184.5192995 
1.13777 81169.6915136 
1.13792 83477.1046344 
1.13806 80354.1432623 
1.13821 72791.5773938 
1.13835 65073.4764281 
1.13849 60651.7294807 
1.13864 61434.7577634 
1.13879 65021.3951537 
1.13893 66602.1785727 
1.13908 64842.121881 
1.13922 62079.0024904 
1.13936 60954.564848 
1.13951 62543.7150864 
1.13965 65821.8199446 
1.1398 69865.093928 
1.13995 72549.0138372 
1.14009 72232.5368602 
1.14023 69347.5352756 
1.14038 65267.9885057 
1.14052 62359.7272577 
1.14067 62102.2021154 
1.14082 66373.8474844 
1.14096 73832.007508 
1.14111 82153.0703787 
1.14125 86606.4032809 
1.14139 86521.3638702 
1.14154 84061.9414179 
1.14169 84023.5270843 
1.14183 87657.9647755 
1.14198 92438.8057733 
1.14212 94454.7378711 
1.14226 93172.3388075 
1.14241 89606.5559444 
1.14255 87155.749379 
1.1427 87443.8189961 
1.14285 89019.7747913 
1.14299 89810.3622434 
1.14313 90236.102254 
1.14328 90587.7430624 
1.14342 89574.188659 
1.14357 85130.5465125 
1.14372 77671.2486573 
1.14386 72138.5185994 
1.14401 71755.6070797 
1.14415 74752.8388565 
1.14429 77306.6627395 
1.14444 79721.0519224 
1.14459 83492.3439559 
1.14473 86491.6295683 
1.14488 86658.8661279 
1.14502 84917.003197 
1.14516 83427.7394216 
1.14531 82296.8802292 
1.14546 80884.2704981 
1.1456 80095.1117048 
1.14575 80364.4619064 
1.14589 80337.8809646 
1.14603 78987.1678325 
1.14618 76127.9316351 
1.14632 72453.065038 
1.14647 68211.0328196 
1.14662 65162.7528205 
1.14676 64426.0285645 
1.1469 66046.4160519 
1.14705 70839.586918 
1.14719 78413.828125 
1.14734 88811.834114 
1.14749 98501.8172277 
1.14763 103373.976321 
1.14778 102402.414883 
1.14792 96957.2293044 
1.14806 89787.7098983 
1.14821 83631.1880953 
1.14836 82346.4541288 
1.1485 86280.8365755 
1.14865 92338.9424707 
1.14879 94709.8428121 
1.14893 92374.7825039 
1.14908 88144.5829372 
1.14922 86533.3667435 
1.14937 87058.4551203 
1.14952 86083.580633 
1.14966 83974.3195099 
1.1498 85073.1810947 
1.14995 90385.4986219 
1.15009 93411.3176128 
1.15024 91175.7622166 
1.15039 87758.1745871 
1.15053 87468.5358516 
1.15068 89620.413607 
1.15082 92347.34075 
1.15096 95387.6245248 
1.15111 97777.3997055 
1.15126 96690.3456018 
1.1514 92217.9323816 
1.15155 86354.6316067 
1.15169 81893.6394207 
1.15183 79568.0973873 
1.15198 81242.6797485 
1.15213 87221.9285654 
1.15227 93542.2189867 
1.15242 97683.9860057 
1.15256 98193.033499 
1.1527 96411.9493613 
1.15285 94046.9437545 
1.15299 92137.4387023 
1.15314 89520.428616 
1.15329 87135.3427003 
1.15343 87277.3669159 
1.15357 89089.1892739 
1.15372 88995.5167006 
1.15386 85524.6849846 
1.15401 81162.9789705 
1.15416 78879.7547083 
1.1543 78510.6721373 
1.15445 81029.1445005 
1.15459 88054.7588317 
1.15473 98416.522318 
1.15488 108586.833831 
1.15503 113690.27503 
1.15517 113681.494285 
1.15532 111714.794595 
1.15546 110299.946268 
1.1556 109120.634568 
1.15575 107412.320239 
1.15589 105488.153034 
1.15604 102875.807799 
1.15619 98620.3976361 
1.15633 93362.0607875 
1.15647 89343.3467327 
1.15662 87886.6377577 
1.15676 86697.3525906 
1.15691 83178.2010053 
1.15706 80022.6802814 
1.1572 81111.074951 
1.15735 85167.4916003 
1.15749 86785.0994214 
1.15763 85359.1450777 
1.15778 85179.3594686 
1.15793 89480.5191123 
1.15807 94692.3233535 
1.15822 97473.6313201 
1.15836 96939.6852716 
1.1585 94600.3021979 
1.15865 90819.1787254 
1.15879 86062.2096272 
1.15894 80906.618546 
1.15909 78877.9221457 
1.15923 81078.4568393 
1.15937 85016.9878396 
1.15952 88210.836638 
1.15966 90214.1107278 
1.15981 91990.9382198 
1.15996 91876.5300205 
1.1601 89107.3257482 
1.16024 85278.5263692 
1.16039 82589.0120747 
1.16053 82420.7992111 
1.16068 84743.6212896 
1.16083 89863.5574983 
1.16097 96167.3464104 
1.16112 102007.488165 
1.16126 105142.468511 
1.1614 105702.361963 
1.16155 103757.407315 
1.1617 100447.682585 
1.16184 97381.6948422 
1.16199 93970.3170493 
1.16213 89832.0275107 
1.16227 86919.948554 
1.16242 89766.7617444 
1.16256 96716.9979061 
1.16271 101214.527558 
1.16286 99670.1669455 
1.163 97591.9258347 
1.16314 99400.3323773 
1.16329 104060.530358 
1.16343 106323.991035 
1.16358 104857.386607 
1.16373 101250.220877 
1.16387 96645.1699156 
1.16402 91054.7750938 
1.16416 88429.6358637 
1.1643 91147.7246696 
1.16445 98427.0175397 
1.1646 104666.29123 
1.16474 105325.183169 
1.16489 100837.460097 
1.16503 95820.1282216 
1.16517 91853.9606516 
1.16532 86388.5976039 
1.16546 80072.2795269 
1.16561 76951.3040209 
1.16576 80628.9069992 
1.1659 87312.8459012 
1.16604 92445.4091571 
1.16619 93086.712845 
1.16633 89232.2887248 
1.16648 84520.8789711 
1.16663 85162.7681 
1.16677 90698.0413881 
1.16692 96364.6754301 
1.16706 98405.3232053 
1.1672 98341.1271904 
1.16735 98107.9033539 
1.1675 98336.7528031 
1.16764 98580.6784595 
1.16779 100113.098 
1.16793 103659.70361 
1.16807 106132.12363 
1.16822 102505.829777 
1.16837 92403.0895708 
1.16851 82147.1039711 
1.16866 75107.9074567 
1.1688 72299.2942393 
1.16894 70254.823224 
1.16909 66787.240733 
1.16923 63657.2958804 
1.16938 63385.5190829 
1.16953 66360.261221 
1.16967 68944.9116686 
1.16981 69396.6500909 
1.16996 68758.7598435 
1.1701 68610.8840067 
1.17025 68823.7679739 
1.1704 69912.9470142 
1.17054 74221.4848794 
1.17069 83624.9678629 
1.17083 93676.547984 
1.17097 100296.497039 
1.17112 100304.221255 
1.17127 92708.4855253 
1.17141 82953.3833552 
1.17156 77303.6040116 
1.1717 80679.010112 
1.17184 91094.202176 
1.17199 104296.859817 
1.17213 112073.347924 
1.17228 110921.417534 
1.17243 100625.203038 
1.17257 87840.0964152 
1.17271 77390.8272932 
1.17286 71064.7348416 
1.173 68739.8525146 
1.17315 68530.4158978 
1.1733 69917.169924 
1.17344 72727.6212874 
1.17359 75995.1850057 
1.17373 75887.6124145 
1.17387 72477.5162655 
1.17402 70961.4693103 
1.17417 75416.9484595 
1.17431 81072.1195418 
1.17446 83538.0822277 
1.1746 82751.4002131 
1.17474 81291.8767317 
1.17489 79103.1378911 
1.17503 75630.9009952 
1.17518 71880.4176309 
1.17533 70764.4227933 
1.17547 71821.2983879 
1.17561 71869.3800157 
1.17576 69293.274366 
1.1759 67692.6178642 
1.17605 70187.6947331 
